Unnamed: 0,Norwegian,English
2386,en inngang,"entrance, entry"
2387,berømt,famous
2388,å avdekke,to unveil
2389,finansiell,financial
2390,en arkitekt,architect
2391,å seile,to sail 
2392,en kyst,"coast, shore"
2393,ei utredning,"explanation, elucidation; study"
2394,ei oppvarming,"heating, warming"
2395,et tiår,decade 
2396,et tettsted,community; densely populated area 
2397,eksklusiv,exclusive
2398,et fravær,absence
2399,å skryte,"to boast, brag"
2400,å oversette,"to translate, turn, render, do "
2401,visstnok,reportedly; probably
2402,en sokk,sock 
2403,småtteri -et,"[the] trifles, small matters "
2404,en hemmelighet,secrecy; secret
2405,en trygghet,"safety, security, assurance "
2406,å fikse,"to arrange, fix up; falsify"
2407,arbeidskraft -en,"[the] ability to work, working capacity; labor, labor force"
2408,en skuter,scooter 
2409,å gjenstå,"to be left, remain"
2410,et utseende,"appearance, look(s)"
2411,å slåss,"to fight, struggle"
2412,et intervju,interview
2413,å erfare,"to experience, find out"
2414,å drøfte,"to debate, discuss, talk over"
2415,å reflektere,to reflect 
2416,å videreføre,"to continue, pursue "
2417,å plusse,to add
2418,ei mark,"unit of land/weight, mark (currency)"
2419,å angre,"to repent, be sorry for"
2420,et album,album
2421,ei parkering,parking 
2422,et lyn,lightning; flash
2423,en rådmann,"chief officer, city manager "
2424,et utsagn,"statement, assertion"
2425,høyst,"exceedingly, extremely; at the most"
2426,detaljert,detailed
2427,et sett,"set, unit, array "
2428,å angå,"to concern, refer to, relate to"
2429,et utdrag,"extract, abstract, summary"
2430,en relasjon,"relation, affiliation "
2431,en stol,chair 
2432,å melke,to milk
2433,en atmosfære,atmosphere
2434,behagelig,comfortable; pleasant
2435,kollektiv,collective
2436,et regime,regime
2437,infrastruktur -en,[the] infrastructure
2438,rettferdig,"just, fair, righteous"
2439,nedsatt,"diminished, reduced "
2440,en kjole,"dress, frock, gown"
2441,italiensk,Italian
2442,å forhindre,"to hinder, obstruct, prevent"
2443,en tilhenger,"follower, adherent, supporter "
2444,en klovn,clown
2445,stiv,"stiff, rigid "
2446,presis,"to precise, punctual "
2447,gunstig,"favorable, propitious"
2448,å spore,"to spur, urge on "
2449,å utmerke,to characterise
2450,bistand -en,"[the] aid, assistance"
2451,å pågå,"to be proceeding, be in progress "
2452,ei betraktning,"consideration, contemplation"
2453,en høyttaler,loudspeaker
2454,en rutine,routine 
2455,sannsynlighet -a,"[the] probability, likelihood "
2456,et distrikt,district
2457,et idrettslag,athletic club
2458,å tilrettelegge,"to arrange, organize"
2459,ei tegning,"drawing, sketching"
2460,å fotografere,to take a photograph of
2461,et kår,"circumstance, condition, environment"
2462,en server,server 
2463,ei ski,ski 
2464,å besvare,"to answer, reply to"
2465,et pust,"breath, puff"
2466,å bøye,"to bend, bow, flex, curve, turn"
2467,å pålegge,"to impose, advance, direct, instruct "
2468,manuell,"manual (labor, etc.)"
2469,å lønne,"to remunerate, reaward; pay (salary)"
2470,tusenvis,"i ~ = in thousands, by the thousand "
2471,et samspill,"interplay, interaction"
2472,et eksemplar,"copy; model, paragon"
2473,å skuffe,"to disappoint, let down "
2474,treg,"dull, slack"
2475,en samvittighet,conscience 
2476,en doktor,"doctor, psysician"
2477,sosialistisk,"socialistic, socialist "
2478,ei hylle,"case, covering"
2479,å styrte,"to fall, plunge. dash"
2480,ei løgn,"falsehood, lie"
2481,å lyde,to sound; be heard; be made out
2482,en fabrikk,"factory, mill, works"
2483,en diagnose,diagnosis
2484,Amerika,America (often of U.S.A. only)
2485,en ambisjon,ambition
2486,å ankomme,"to arrive, get (to)"
2487,å utforme,"to shape, model, frame "
2488,materiell,"material, materialistic"
2489,å lette,"to ease, lighten"
2490,å påvise,"to point out, show, prove, establish "
2491,radikal,radical 
2492,å iverksette,"to carry into effect, emplement"
2493,å jakte,to hunt
2494,et glimt,"flash, glimmer"
2495,et univers,universe 
2496,refleksjon -en,"[the] reflection, thought "
2497,eksempelvis,"as an example, for example"
2498,en reduksjon,reduction
2499,tungvint ,"bothersome, mucky "
2500,liberal,liberal
2501,et apotek,pharmacy
2502,kjennskap -en/-et,"[the] acquaintance, familiarity; knowledge"
2503,moderat,"moderate, reasonable "
2504,foruten,"besides, in addition to"
2505,en retur,return 
2506,en sorg,"sorrow, grief, mourning, regret"
2507,fleksibel,flexible
2508,et oppsett,"layout, notice, display"
2509,å intervjue,to interview
2510,et stadion,stadium 
2511,kontinuerlig,continuous
2512,sta,headstrong 
2513,filosofi -en,[the] philosophy
2514,en snekker,carpenter 
2515,en arv,"inheritance; bequest, legacy"
2516,å kysse,to kiss
2517,en flyktning,"fugitive, refugee"
2518,forebyggende,preventive
2519,å tørke,"to dry, dry off "
2520,en database,database
2521,ei overføring,"transfer, transport, transmission, communication "
2522,ei hjemmebane,"home field, grounds (sports)"
2523,ei bekymring,"anxiety, worry"
2524,ubehagelig,"unpleasant, disagreeable "
2525,å droppe,"to drop, let go"
2526,å hilse,"to greet, nod to (in greeting)"
2527,ei klimaendring,"climate change, change of climate "
2528,en landsby,village
2529,ei bygd,countryside
2530,å pugge,"to cram, swot, memorize"
2531,en prestasjon,"performance, achievement, feat "
2532,en fisker,fisherman
2533,et sår,wound 
2534,en rettssak,"case, court case, lawsuit"
2535,uskyldig,"innocent, chaste, pure "
2536,travel,busy 
2537,å puste,"to breathe, pant "
2538,optimal,"optimum, optimal"
2539,en opposisjon,opposition 
2540,Moskva ,Moscow 
2541,vedrørende,"regarding, concerning "
2542,en moped,moped 
2543,skadelig,damaging 
2544,en dimensjon,dimension
2545,å fremgå,"to be a result, result from"
2546,ei avkastning,"income, yield"
2547,et magasin,storehouse; department store; magazine
2548,erfaren,experienced
2549,en haug,"hill, mound"
2550,en sekk,"sack, bag "
2551,å svinge,to swing
2552,en glipp,blink
2553,en nøkkel,key 
2554,hvorav,"(from) what, which, whom; how"
2555,et sete,seat; buttocks 
2556,ei overflate,surface 
2557,å antyde,"to hint, intimate, suggest"
2558,håpløs,"despairing, hopeless"
2559,en kokk,cook
2560,utvilsom,"indubitable, undoubted "
2561,en oppstart,start-up 
2562,terror -en,[the] terror 
2563,latterlig,"laughable, ludicrous"
2564,en kjeft,"jaw, mouth; abuse, scolding"
2565,kos -en,[the] course; coziness
2566,varig,"durable, lasting"
2567,et gjennomsnitt,"average, mean"
2568,fritid -a,[the] leisure time
2569,et standpunkt,standpoint 
2570,en skjebne,"fate, destiny, fortune "
2571,samisk,"Sami, Lapp "
2572,sammensatt,"made up, compound, composite "
2573,glatt,"plain, sleek, smooth"
2574,kreft -en,"[the] cancer, cancerous growth"
2575,irriterende,"irritating, annoying, tiresome"
2576,å heie,to cheer
2577,en tiltalt,"defendant, (the) accused"
2578,harry,"(slang) cheesy, shabby "
2579,vanvittig,insane
2580,en grunnskole,primary and lower secondary school (1-10); compulsory schooling
2581,grusom,"cruel, awful"
2582,oppi,in 
2583,å grine,"to grimace, fret, nag"
2584,ei kasse,boksz; case; crate
2585,et grann,"bit, particle"
2586,hjemmelaget,homemade
2587,et funn,"dicovery, find"
2588,å støte,"to offend, hurt "
2589,sosialisme -n,[the] socialism 
2590,hastighet -a,"[the] speed, velocity"
2591,en hall,entrance hall
2592,kaos -et,[the] chaos
2593,et fortau,sidewalk
2594,maksimal,maximum
2595,en folkehøyskole,county college 
2596,rosa,pink 
2597,å klatre,"to climb, clamber"
2598,alminnelig,"common, universal"
2599,ei kjerne,churn
2600,å suge,to suck 
2601,et soverom,bedroom
2602,bakover,"back, backwards"
2603,å erte,to tease
2604,å smelle,"to click, crack, slam, bang"
2605,konstant,"constant, stable"
2606,ei målsetting,"goal, objective, target "
2607,en sosialist,socialist 
2608,en forpliktelse,"commitment, obligation"
2609,en palestiner,Palestinian 
2610,stram,"tight, stiff, upright"
2611,en bondegård,farm 
2612,å yte,"to yield, render, produce "
2613,bærekraftig,viable 
2614,bacon -et,[the] bacon
2615,en kost,brush; broom; food; fare; board
2616,tilknyttet,connected with
2617,utelukkende,"exclusively, solely "
2618,særskilt,"separate, distinct "
2619,konservativ,conservative
2620,en park,park 
2621,å identifisere,to identify
2622,ønskelig,"desirable, to be desired, required "
2623,innebygget,internal 
2624,gress -et,[the] grass
2625,å utbre,"to spread, unfold"
2626,ei ungdomstid,"youth, youth years "
2627,et inntak,intake
2628,et spark,kick 
2629,en sykepleier,"nurse, trained nurse "
2630,en kaptein,captain
2631,et hat,"animosity, hate"
2632,et instrument,instrument
2633,en kjeller,"basement, cellar"
2634,en sjåfør,driver; chauffeur
2635,et notat,note 
2636,å offentliggjøre,"to publish, issue"
2637,en ungdomsskole,lower secondary school 
2638,problematisk,problematic 
2639,å fremstille,"to depict, represent, manufacture"
2640,tragisk,tragic 
2641,en prat,"chat, talk "
2642,å kommunisere,to communicate
2643,kapitalisme -n,[the] capitalism
2644,et innkjøp,purchase
2645,et medlemskap,membership
2646,en fornuft,"(common) sense, intelligence, reason"
2647,en skolevei,way to school 
2648,et personale,"personnel, staff"
2649,trådløs,wireless 
2650,en bokstav,letter
2651,tverrfaglig,"interdisciplinary, multidisciplinary "
2652,en nakke,neck
2653,en protest,protest
2654,en revy,review 
2655,å våge,"to venture, dare"
2656,å ramle,"to rumble, rattle "
2657,heftig,"intense, severe, violent"
2658,å analysere,to analyize
2659,å skylde,to owe 
2660,teknologisk,technologic(al)
2661,et piano,piano 
2662,stakkars,"poor, unfortunate, wretched"
2663,middels,"average, mean, medium"
2664,å forsikre,"to assure, assert, maintain"
2665,visuell,visual 
2666,mystisk,"mystic, mysterious"
2667,å erklære,"to declare, proclaim"
2668,støv -et,[the] dust 
2669,mestepart -en,[the] bulk
2670,å utdanne,"to educate, train "
2671,å frakoble,"to disconnect, disengage, uncouple"
2672,en redaksjon,"editorial staff; wording, drafting"
2673,beskjeden,modest
2674,et meieri,dairy
2675,et sinn,"mind; temper, disposition "
2676,tykk,"fat, plump, thick"
2677,å nominere,to nominate 
2678,en graviditet,pregnancy
2679,betaling -a,"[the] pay, payment, salary"
2680,en ulv,wolf 
2681,kriminalitet -en,[the] criminality
2682,en utvidelse,"expansion, extension, enlargement"
2683,en utenriksminister,Minister of Foreign Affairs
2684,en kuldegrad,degree below the freezing point
2685,en referanse,reference 
2686,å omhandle,"to deal with, treat"
2687,en myte,myth 
2688,blind,"blind; hidden, unseed"
2689,en lunsj,"luncheon, (noon) dinner"
2690,trett,"weary, tired "
2691,en kontrast,contrast
2692,et institutt,"institute, institution"
2693,en karamell,caramel
2694,kjøring -a,"[the] driving, riding"
2695,bærbar,portable
2696,jødisk,Jewish
2697,en juleferie,Christmas holidays
2698,et skap,"cabinet, cupboard, wardrobe "
2699,tolv,twelve 
2700,etterkant -en,"[the] i ~ = after, afterwards "
2701,klok,"wise, intelligent"
2702,å realisere,to realize
2703,unntatt,except 
2704,forbanna,"accursed, cursed, confounded"
2705,å forkorte,"to cut short, shorten, abridge"
2706,en heis,"elevator, hoist"
2707,ei rute,"pane; route, delivery"
2708,en kronikk,freature article; news analysis
2709,kunstnerisk,artistic
2710,et rør,"pipe, tube, conduit"
2711,en advarsel,warning; notice
2712,et halvår,half a year
2713,ei potet,potato
2714,gårdsdrift -a,"[the] farming, farm work, running a farm"
2715,en analytiker,analyst
2716,et gardsbruk,"farm, farming"
2717,ei sky,cloud 
2718,flau,"flat, insipid"
2719,kjemisk,chemical
2720,en frosk,frog
2721,en reform,reform 
2722,å utøve,"to exercise, practise"
2723,en førskole,"preschool, nursery school "
2724,en kniv,knife
2725,femte,fifth
2726,en pressekonferanse,press conference
2727,uro -en,"[the] alarm, unrest, commotion"
2728,logisk,logical
2729,flytende,"fluid, liquid, molten"
2730,å røyke,"to smoke, fumigate "
2731,å bekjempe,"to combat, fight against"
2732,å dyrke,to cultivate; practice
2733,å flykte,"to flee, fly, run away"
2734,bortskjemt,spoiled (e.g. a child)
2735,en bom,"bar, barrier, hindrance, boom"
2736,konstruktiv,structural; constructive
2737,helhetlig,"overall, general "
2738,en intervjuer,interviewer 
2739,en bekk,"brook, creek"
2740,enstemmig,unanimous
2741,ei barnevogn,baby carriage
2742,en storm,storm
2743,sårbar,vulnerable
2744,en pensjon,pension
2745,å baksnakke,"to slander, speak ill of"
2746,å forelske,to fall in love with
2747,å avhenge,to depend (on)
2748,en moral,morals
2749,en disk,"counter, [obs.] table"
2750,en intensjon,"intent, intention"
2751,kronisk,chronic
2752,ei stang,"bar, pole, rod"
2753,palestinsk,Palestinian 
2754,et mørke,"darkness, obscurity "
2755,atferd -a,[the] behaviour
2756,en svakhet,weakness
2757,å tygge,to chew
2758,ei mappe,folder; portfolio
2759,allmenn,"general, common, public"
2760,tran -en,"[the] cod-liver oil, fish oil "
2761,en latter,"laugh, laughter"
2762,tvilsom,"doubtful, questionable, dubious "
2763,en lapp,patch; scrap
2764,å utrede,"to explain, clear up"
2765,en toer,"two, two-spot, deuce "
2766,en mur,wall
2767,et tjern,"pond, tarn, small lake "
2768,en observasjon,observation 
2769,påfølgende,"following, subsequent "
2770,et symbol,symbol 
2771,ei lansering,"starting, launching "
2772,en e-postadresse,e-mail address 
2773,å isolere,to isolate
2774,å makte,"to be able (to), manage"
2775,et dekk,[naut.] deck; tire
2776,desperat,desperate
2777,en prosjektleder,project director 
2778,å riste,to shake; grill; shiver
2779,ei utskrift,"printout, copy, transcript "
2780,uendelig,"endless, infinite"
2781,lønnsom,"paying, profitable"
2782,Europa,Europe
2783,ei overskrift,heading; headline 
2784,en skitur,skiing trip 
2785,arabisk,"Arabian, Arabic"
2786,et kryss,cross
2787,å oppsøke,"to seek out, go and see, look up"
2788,desto,the [with comparatives]
2789,en neve,fist 
2790,en domstol,"court of law, tribunal"
2791,velkjent,"familiar, well-known "
2792,å vandre,"to migrate, creep, wander"
2793,å kopiere,to copy
2794,et oppslag,"notice, publicity "
2795,en mistanke,suspicion 
2796,å illustrere,to illustrate
2797,et stikkord,"headword, entry"
2798,en personlighet,"personality, individuality "
2799,ei venstreside,left wing 
2800,et lår,thigh; leg (of a slaughtered animal)
2801,passelig,"fitting, suitable"
2802,en pose,"bag, pouch "
2803,ei tolkning,interpretation 
2804,et hjemland,homeland
2805,å begå,to commit
2806,en tingrett,District Court
2807,peiling -a,"[the] bearing, sounding "
2808,ei høring,"hearing, inquiry"
2809,en bydel,"area, district, part, section (of a city)"
2810,å overlate,to let sby have; hand over 
2811,et skjul,"hiding place, shelter, shed "
2812,et hjelpemiddel,"aid, help"
2813,et premiss,terms 
2814,ei måke,snow pusher; gull 
2815,mannlig,male
2816,et maleri,"painting, picture; art of painting"
2817,ei lysløype,lighted ski trail
2818,en revisjon,"audit, revision "
2819,passende,adequate 
2820,magisk,"magic, magical"
2821,ei vakt,"watch, guard"
2822,å balansere,"to balance, keep one's balance"
2823,et lager,"storeroom, warehouse"
2824,bensin -en,[the] gasoline
2825,iallfall,"anyway, at any rate, at least"
2826,et kvinnfolk,"[fam./derog.] woman, womenfolk"
2827,å beslutte,"to decide, resolve"
2828,kullsyre -a,[the] carbon dioxide
2829,overtid -a,[the] overtime 
2830,aggressiv,aggressive
2831,ei krabbe,crab
2832,å presisere,"to define precisely, amplify; stress"
2833,trivelig,"nice, snug, friendly "
2834,å fastslå,"to assert, maintain; demonstrate"
2835,jevnlig,"frequently, often "
2836,å avklare,to clarify
2837,et redskap,"tool, instrument "
2838,klin -et,"[the] slop, smear "
2839,langsom,slow; protracted; boring
2840,et kjøpesenter,"shopping centre, shopping center "
2841,et vern,"protection, defence"
2842,ei bedring,betterment; improvement
2843,etikk -en,[the] ethics
2844,å jukse,"to cheat, fudge"
2845,et vesen,"being, creature "
2846,mobbing -a,"[the] bullying, victimization "
2847,ei jakke,(suit)coat; jacket; cardigan
2848,en tilværelse,existence 
2849,søvn -en,[the] sleep 
2850,hen,"away, off, over"
2851,å krysse,to cross
2852,et arbeidsmarked,labour market 
2853,liknende,"comparable, like, similar"
2854,langvarig,"long(lasting), prolonged"
2855,å dominere,"to command, dominate"
